source,participant,subj_values,Model,Meaning,Frequency,Task,Condition
original_meaning_infreq_prod_data_cond2_subj_means_no_sil_shoon,835615,0,original_meaning_infreq_prod_model_cond2,original,infreq,prod,cond2
original_meaning_infreq_prod_data_cond2_subj_means_no_sil_shoon,835778,0.3333333333333333,original_meaning_infreq_prod_model_cond2,original,infreq,prod,cond2
original_meaning_infreq_prod_data_cond2_subj_means_no_sil_shoon,844618,0.4230769230769231,original_meaning_infreq_prod_model_cond2,original,infreq,prod,cond2
original_meaning_infreq_prod_data_cond2_subj_means_no_sil_shoon,877238,0.37037037037037035,original_meaning_infreq_prod_model_cond2,original,infreq,prod,cond2
original_meaning_infreq_prod_data_cond2_subj_means_no_sil_shoon,881807,0,original_meaning_infreq_prod_model_cond2,original,infreq,prod,cond2
original_meaning_infreq_prod_data_cond2_subj_means_no_sil_shoon,886144,0,original_meaning_infreq_prod_model_cond2,original,infreq,prod,cond2
original_meaning_infreq_prod_data_cond2_subj_means_no_sil_shoon,886890,1,original_meaning_infreq_prod_model_cond2,original,infreq,prod,cond2
original_meaning_infreq_prod_data_cond2_subj_means_no_sil_shoon,893780,0.09090909090909091,original_meaning_infreq_prod_model_cond2,original,infreq,prod,cond2
original_meaning_infreq_prod_data_cond2_subj_means_no_sil_shoon,937555,1,original_meaning_infreq_prod_model_cond2,original,infreq,prod,cond2
original_meaning_infreq_prod_data_cond2_subj_means_no_sil_shoon,983513,0,original_meaning_infreq_prod_model_cond2,original,infreq,prod,cond2
original_meaning_infreq_prod_data_cond3_subj_means_no_sil_shoon,23855,0,original_meaning_infreq_prod_model_cond3,original,infreq,prod,cond3
original_meaning_infreq_prod_data_cond3_subj_means_no_sil_shoon,75565,0.34615384615384615,original_meaning_infreq_prod_model_cond3,original,infreq,prod,cond3
original_meaning_infreq_prod_data_cond3_subj_means_no_sil_shoon,100111,0.5862068965517241,original_meaning_infreq_prod_model_cond3,original,infreq,prod,cond3
original_meaning_infreq_prod_data_cond3_subj_means_no_sil_shoon,103482,1,original_meaning_infreq_prod_model_cond3,original,infreq,prod,cond3
original_meaning_infreq_prod_data_cond3_subj_means_no_sil_shoon,150932,0.4888888888888889,original_meaning_infreq_prod_model_cond3,original,infreq,prod,cond3
original_meaning_infreq_prod_data_cond3_subj_means_no_sil_shoon,195051,0,original_meaning_infreq_prod_model_cond3,original,infreq,prod,cond3
original_meaning_infreq_prod_data_cond3_subj_means_no_sil_shoon,196092,0.5,original_meaning_infreq_prod_model_cond3,original,infreq,prod,cond3
original_meaning_infreq_prod_data_cond3_subj_means_no_sil_shoon,204573,0.4444444444444444,original_meaning_infreq_prod_model_cond3,original,infreq,prod,cond3
original_meaning_infreq_prod_data_cond3_subj_means_no_sil_shoon,295781,1,original_meaning_infreq_prod_model_cond3,original,infreq,prod,cond3
original_meaning_infreq_prod_data_cond3_subj_means_no_sil_shoon,296211,0.6486486486486487,original_meaning_infreq_prod_model_cond3,original,infreq,prod,cond3
original_meaning_infreq_prod_data_cond3_subj_means_no_sil_shoon,303429,0,original_meaning_infreq_prod_model_cond3,original,infreq,prod,cond3
original_meaning_infreq_prod_data_cond3_subj_means_no_sil_shoon,384294,0,original_meaning_infreq_prod_model_cond3,original,infreq,prod,cond3
original_meaning_infreq_prod_data_cond3_subj_means_no_sil_shoon,385370,0,original_meaning_infreq_prod_model_cond3,original,infreq,prod,cond3
original_meaning_infreq_prod_data_cond3_subj_means_no_sil_shoon,427171,0,original_meaning_infreq_prod_model_cond3,original,infreq,prod,cond3
original_meaning_infreq_prod_data_cond3_subj_means_no_sil_shoon,430083,0,original_meaning_infreq_prod_model_cond3,original,infreq,prod,cond3
original_meaning_infreq_prod_data_cond3_subj_means_no_sil_shoon,480171,0.72,original_meaning_infreq_prod_model_cond3,original,infreq,prod,cond3
original_meaning_infreq_prod_data_cond3_subj_means_no_sil_shoon,530171,1,original_meaning_infreq_prod_model_cond3,original,infreq,prod,cond3
original_meaning_infreq_prod_data_cond3_subj_means_no_sil_shoon,537070,0.2,original_meaning_infreq_prod_model_cond3,original,infreq,prod,cond3
original_meaning_infreq_prod_data_cond3_subj_means_no_sil_shoon,567835,1,original_meaning_infreq_prod_model_cond3,original,infreq,prod,cond3
original_meaning_infreq_prod_data_cond3_subj_means_no_sil_shoon,610842,0.2916666666666667,original_meaning_infreq_prod_model_cond3,original,infreq,prod,cond3
original_meaning_infreq_prod_data_cond3_subj_means_no_sil_shoon,649153,1,original_meaning_infreq_prod_model_cond3,original,infreq,prod,cond3
original_meaning_infreq_prod_data_cond3_subj_means_no_sil_shoon,692032,0.22727272727272727,original_meaning_infreq_prod_model_cond3,original,infreq,prod,cond3
original_meaning_infreq_prod_data_cond3_subj_means_no_sil_shoon,706413,0,original_meaning_infreq_prod_model_cond3,original,infreq,prod,cond3
original_meaning_infreq_prod_data_cond3_subj_means_no_sil_shoon,722527,0.48484848484848486,original_meaning_infreq_prod_model_cond3,original,infreq,prod,cond3
original_meaning_infreq_prod_data_cond3_subj_means_no_sil_shoon,791629,0,original_meaning_infreq_prod_model_cond3,original,infreq,prod,cond3
original_meaning_infreq_prod_data_cond3_subj_means_no_sil_shoon,808694,0.5714285714285714,original_meaning_infreq_prod_model_cond3,original,infreq,prod,cond3
original_meaning_infreq_prod_data_cond3_subj_means_no_sil_shoon,814040,0,original_meaning_infreq_prod_model_cond3,original,infreq,prod,cond3
original_meaning_infreq_prod_data_cond3_subj_means_no_sil_shoon,822636,0,original_meaning_infreq_prod_model_cond3,original,infreq,prod,cond3
original_meaning_infreq_prod_data_cond3_subj_means_no_sil_shoon,828936,0.19047619047619047,original_meaning_infreq_prod_model_cond3,original,infreq,prod,cond3
original_meaning_infreq_prod_data_cond3_subj_means_no_sil_shoon,833721,1,original_meaning_infreq_prod_model_cond3,original,infreq,prod,cond3
original_meaning_infreq_prod_data_cond3_subj_means_no_sil_shoon,904940,0,original_meaning_infreq_prod_model_cond3,original,infreq,prod,cond3
original_meaning_infreq_prod_data_cond3_subj_means_no_sil_shoon,979237,0.6046511627906976,original_meaning_infreq_prod_model_cond3,original,infreq,prod,cond3
original_meaning_infreq_prod_data_cond3_subj_means_no_sil_shoon,980703,0,original_meaning_infreq_prod_model_cond3,original,infreq,prod,cond3
original_meaning_infreq_prod_data_cond3_subj_means_no_sil_shoon,983166,0.13636363636363635,original_meaning_infreq_prod_model_cond3,original,infreq,prod,cond3
